
# TYPE process_cpu_time_seconds_total counter
# UNIT process_cpu_time_seconds_total seconds
# HELP process_cpu_time_seconds_total Total CPU seconds broken down by different states.
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="404",http_request_method="GET",http_response_status_code="404",network_protocol_version="1.1",server_address="10.15.5.232",server_port="52914",url_scheme="http",le="10"} 2451 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="404",http_request_method="GET",http_response_status_code="404",network_protocol_version="1.1",server_address="10.15.5.232",server_port="52914",url_scheme="http",le="+Inf"} 2451 1786132820020
http_client_request_duration_seconds_sum{otel_scope_name="System.Net.Http",error_type="404",http_request_method="GET",http_response_status_code="404",network_protocol_version="1.1",server_address="10.15.5.232",server_port="52914",url_scheme="http"} 25.209050699999988 1786132820020
http_client_request_duration_seconds_count{otel_scope_name="System.Net.Http",error_type="404",http_request_method="GET",http_response_status_code="404",network_protocol_version="1.1",server_address="10.15.5.232",server_port="52914",url_scheme="http"} 2451 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.005"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.01"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.025"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.05"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.075"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.1"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.25"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.5"} 93 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.75"} 1234 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="1"} 2037 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="2.5"} 4162 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="5"} 5198 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="7.5"} 5320 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="10"} 5372 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="+Inf"} 5456 1786132820020
http_client_request_duration_seconds_sum{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https"} 10623.514857899996 1786132820020
http_client_request_duration_seconds_count{otel_scope_name="System.Net.Http",http_request_method="POST",http_response_status_code="200",network_protocol_version="1.1",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https"} 5456 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="0.005"} 111 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="0.01"} 138 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="0.025"} 156 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="0.05"} 158 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="0.075"} 158 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="0.1"} 158 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="0.25"} 158 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="0.5"} 158 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="0.75"} 158 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="1"} 158 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="2.5"} 158 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="5"} 158 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="7.5"} 158 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="10"} 158 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https",le="+Inf"} 158 1786132820020
http_client_request_duration_seconds_sum{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https"} 0.9535815999999998 1786132820020
http_client_request_duration_seconds_count{otel_scope_name="System.Net.Http",error_type="400",http_request_method="GET",http_response_status_code="400",network_protocol_version="1.1",server_address="letsfly.sletat.ru",server_port="443",url_scheme="https"} 158 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="System.Threading.Tasks.TaskCanceledException",http_request_method="POST",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.005"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="System.Threading.Tasks.TaskCanceledException",http_request_method="POST",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.01"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="System.Threading.Tasks.TaskCanceledException",http_request_method="POST",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.025"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="System.Threading.Tasks.TaskCanceledException",http_request_method="POST",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.05"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="System.Threading.Tasks.TaskCanceledException",http_request_method="POST",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.075"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="System.Threading.Tasks.TaskCanceledException",http_request_method="POST",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.1"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="System.Threading.Tasks.TaskCanceledException",http_request_method="POST",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.25"} 0 1786132820020
http_client_request_duration_seconds_bucket{otel_scope_name="System.Net.Http",error_type="System.Threading.Tasks.TaskCanceledException",http_request_method="POST",server_address="dashscope-intl.aliyuncs.com",server_port="443",url_scheme="https",le="0.5"} 0 1786132820020
